product,fact,value,numeric,unit,source_url,retrieved_at
darlink-ai,pricing_tier,"Token pack: 7,500 Tokens for $599.99 (marked 'Save 50%', struck-through $1199.98).",599.99,USD one-time,https://darlink.ai/tokens,2026-09-03
darlink-ai,free_tier,"Yes, a free tier exists. The site brands itself a 'Free AI Girlfriend Generator' and the Refund Policy refers to users who 'downgrade to a free plan'. The in-product 'Upgrade to Unlock' modal states that a subscription is what grants: Create AI Video, Create your own AI Girls, Unlimited text messages, and Remove image blur — i.e. on the free tier video generation and custom-character creation are locked, text messages are capped, and generated images are shown blurred. Guests can start one character generation without an account (guest-generate flow, protected by a Turnstile challenge and rate-limited with GUEST_RATE_LIMITED / GUEST_SESSION_LIMIT errors) but must sign up to claim the result. The exact numeric free message allowance is not published anywhere on the site.",,,https://darlink.ai/refund,2026-09-03
darlink-ai,languages,"English only. The site's own Organization schema declares availableLanguage 'English'. The document is served as <html lang=""en"">, there are no hreflang alternate tags, there is no language switcher in the navigation, header or footer, and locale-prefixed paths return HTTP 404 (/de, /nl, /fr, /es, /it, /pt, /pl, /ja and their /plan-selection variants all 404). Specifically checked and NOT offered: German, Dutch, French, Spanish.",,,https://darlink.ai/plan-selection,2026-09-03
darlink-ai,modalities,"Text chat, voice, image generation and video generation all exist. Voice: 6 standard voice options on Essential, 10 premium voice options on Advanced and Ultimate ('Are voices included?' FAQ). Image generation costs 2 tokens per generation; video generation costs 20 tokens per generation, both listed as features on all three paid plans. The Privacy Policy confirms storage of 'text or voice messages and any images you send during chats'. Navigation exposes Chat, Generator and Create sections.",,,https://darlink.ai/plan-selection,2026-09-03
darlink-ai,limits,"Message caps per paid plan: Essential 6000 messages/month; Advanced 9000 messages/month; Ultimate unlimited messages. Monthly coin allowances: Essential 100, Advanced 300, Ultimate 500 free coins each month. Generation costs: image generation 2 tokens, video generation 20 tokens (identical on all three plans). Free/guest tier: text messages are capped (not unlimited) and guest character generation is rate-limited behind a Turnstile challenge, but no numeric free-tier cap or rate-limit figure is published.",,,https://darlink.ai/plan-selection,2026-09-03
darlink-ai,platforms,"Web only, as far as the site itself publishes: darlink.ai is a responsive web app (Next.js). No App Store or Google Play download link appears anywhere on the homepage, pricing page, or footer. The Terms of Service and Privacy Policy contain boilerplate referring to subscriptions purchased through 'the Apple App Store or Google Play Store' and to 'the app', but no actual iOS or Android app listing is linked from the site, so native app availability is not confirmed by the product's own pages.",,,https://darlink.ai/terms-and-conditions,2026-09-03
darlink-ai,account_requirement,"Email only — no card needed for the free tier. Sign-up offers 'Continue with Google' or 'Continue with Email' (email + password, with an email-verification step). The Privacy Policy states account creation collects 'your name, email address, and login credentials'. Payment details are only collected when subscribing, are handled by a third-party payment processor, and accepted methods are credit/debit card and crypto (crypto stated as annual-plan-only and without auto-renewal). Users must be 18 or older; one account per person. A guest can run one character generation before registering.",,,https://darlink.ai/privacy-policy,2026-09-03
lovescape,pricing_tier,"Premium, 1-month term: $19.99/mo, billed monthly, auto-renewing. Unlocks: create AI characters, generate images & videos, hot roleplays, voice messages, NSFW mode, top AI generation models, publish & share characters, Premium member badge, 600 monthly chips, 15% referral earnings.",19.99,USD/month,https://lovescape.com/subscription,2026-09-03
lovescape,pricing_tier,"Premium, 3-month term: $12.99/mo (page labels this -35%), billed every 3 months.",12.99,USD/month,https://lovescape.com/subscription,2026-09-03
lovescape,pricing_tier,"Premium, 12-month term: $7.99/mo (page labels this -60%); checkout line reads 'Billed $95.88 every year. Cancel anytime.'",7.99,USD/month (billed $95.88/year),https://lovescape.com/subscription,2026-09-03
lovescape,pricing_tier,"Creative PRO, 1-month term: $64.99/mo (page labels this -35%). Unlocks everything in Premium plus: Pro Creator badge, 3000 monthly chips, 30% referral earnings, no-watermark downloads, advanced AI chat memory.",64.99,USD/month,https://lovescape.com/subscription/pro,2026-09-03
lovescape,pricing_tier,"Creative PRO, 3-month term: $49.99/mo (page labels this -50%).",49.99,USD/month,https://lovescape.com/subscription/pro,2026-09-03
lovescape,pricing_tier,"Creative PRO, 12-month term: $24.99/mo (page labels this -75%); checkout line reads 'Billed $299.88 every year. Cancel anytime.'",24.99,USD/month (billed $299.88/year),https://lovescape.com/subscription/pro,2026-09-03
lovescape,pricing_tier,"Ultra, Lifetime: one-time $399.60, shown struck through from $999 (page labels this -60%); checkout line reads 'Billed $399.6 once.' Unlocks everything in Creative PRO plus Ultra Creator badge and 4000 monthly chips. Terms clause 3.6 defines 'lifetime' as lasting only as long as the service remains commercially available and supported, with no refund if discontinued.",399.6,USD one-time,https://lovescape.com/subscription/ultra,2026-09-03
lovescape,free_tier,"Yes. A free account exists. Official FAQ: 'you can try the online ai character generator for free, with premium options available for advanced features.' Terms state Lovescape 'operates on a subscription basis, providing various plans that include picture generation, voice messages, and unlimited chatting' — i.e. unlimited chat, voice and image/video generation are the paid unlocks.",,,https://lovescape.com/ai-character-generator,2026-09-03
lovescape,free_tier,"Hard limit on the free tier: chips (the internal generation currency) cannot be bought without a subscription. Help Center: 'Who can buy Chips? Only users with an active subscription.' and 'Available only to subscribed users'. Since chips are 'primarily used for AI image generation', a free account cannot buy generation capacity at all.",,,https://help.lovescape.com/hc/en-us/articles/30828415556881-Lovescape-Chips-What-They-Are-How-They-Work-and-How-to-Use-Them,2026-09-03
lovescape,languages,"8 languages. Official llms.txt states: 'Available in: EN, DE, FR, IT, ES, JA, NL, PT.' German, Dutch, French and Spanish are all supported. Corroborated by per-language sitemaps (sitemap-de/fr/it/es/ja/nl/pt.xml) in robots.txt and by hreflang alternates on the subscription page for /de/, /es/, /fr/, /it/, /ja/, /nl/, /pt/.",8,languages,https://lovescape.com/llms.txt,2026-09-03
lovescape,modalities,"Text chat, voice, image generation and video generation all exist. Help Center lists: create customizable AI characters, real-time chat, AI image generation, and AI video generation (described as an 'evolving'/in-development feature). Premium feature list adds 'Digital voice interactions with AI' and 'Receive voice messages from AI characters'. Homepage additionally markets an AI story generator and an AI live cam section.",,,https://help.lovescape.com/hc/en-us/articles/26017197133713-What-Is-Lovescape-AI-Companions-Chat-Image-Video-Generation-Platform,2026-09-03
lovescape,limits,"Paid-plan generation allowance is metered in monthly 'chips': Premium 600/month, Creative PRO 3000/month, Ultra 4000/month. Each image shows its chip cost before generation and cost 'may vary depending on complexity or features'. Chips do not expire and are non-refundable.",,,https://lovescape.com/subscription/pro,2026-09-03
lovescape,limits,Chat message length cap is 2000 characters (config.privateMessages.maxLength returned by the site's own public front-end config endpoint).,2000,characters per message,https://lovescape.com/api/front/v2/config/data,2026-09-03
lovescape,limits,Paid tiers are advertised as removing message caps: Premium help page states 'No limits on messages or interaction time' and 'Unlimited AI Chat Experience'. No numeric free-tier message cap is published anywhere on the site.,,,https://help.lovescape.com/hc/en-us/articles/31060479234705-Lovescape-Premium-Membership,2026-09-03
lovescape,platforms,"Web only. Responsive site plus an installable PWA (manifest.json declares display 'standalone', start_url '/', portrait orientation). No iOS App Store or Google Play links appear anywhere in the rendered site, footer, or manifest; homepage describes 'a responsive web-based AI porn generator app for compatible mobile and desktop browsers'.",,,https://lovescape.com/manifest.json,2026-09-03
lovescape,account_requirement,"Email only — no card required for a free account. Signup offers an email field or OAuth via Google, X, or Discord, with an 18+ confirmation. The moderation policy describes registration as accepting the Terms and verifying the email address, plus self-declaration of being at least 18. A payment method is requested only at purchase (Terms 3.2).",,,https://lovescape.com/signup,2026-09-03
lovescape,account_requirement,"Operator disclosed in Terms: Warmtech Ltd, a Cyprus limited liability company, registration number HE 418620, Spyrou Kyprianou 75, Flat/Office 102, Potamos Germasogeias, 4042, Limassol, Cyprus. Subscriptions auto-renew until cancelled; cancelling stops future terms but gives no prorated refund for the current one.",,,https://lovescape.com/terms,2026-09-03
secrets-ai,pricing_tier,"Premium, monthly billing: $19.99 per month (shown with a $39.99 USD strikethrough list price), labelled ""Billed monthly"". Unlocks: Unlimited messaging; 8,000 Moments per month; Image & video generation; Premium AI models.",19.99,USD/month,https://www.secrets.ai/store,2026-09-03
secrets-ai,pricing_tier,"Premium, yearly billing: $9.17 per month effective, ""Billed $109.99 per year"", toggle labelled ""Yearly (77% OFF)"" against a $39.99 USD list price. Same features as Premium monthly.",109.99,USD/year,https://www.secrets.ai/store,2026-09-03
secrets-ai,pricing_tier,"Ultimate, monthly billing: $39.99 per month (shown with a $79.99 USD strikethrough list price), labelled ""Billed monthly"". Unlocks: Everything in Premium; 15,000 Moments per month; Group chats; Personas & advanced customization.",39.99,USD/month,https://www.secrets.ai/store,2026-09-03
secrets-ai,pricing_tier,"Ultimate, yearly billing: $26.67 per month effective, ""Billed $319.99 per year"", toggle labelled ""Yearly (67% OFF)"" against a $79.99 USD list price. Same features as Ultimate monthly.",319.99,USD/year,https://www.secrets.ai/store,2026-09-03
secrets-ai,pricing_tier,"Billing descriptor: subscriptions and Moments purchases appear on the bank statement as ""S LABS INC."" Cancellation is self-serve from the Subscription page with access retained to the end of the paid period; upgrades credit unused time toward the new plan.",,,https://www.secrets.ai/store,2026-09-03
secrets-ai,pricing_tier,"Four subscription tier names ship in the site's own interface strings — Lite, Plus, Premium, Ultimate — but only Premium and Ultimate are exposed with prices on the public store page. No price is published anywhere public for Lite or Plus.",,,https://www.secrets.ai/store,2026-09-03
secrets-ai,free_tier,"Yes, a free tier exists and is the fallback state after cancelling: ""after that your account simply moves to the free tier with your chats, memories, custom characters and generated content all preserved."" Free accounts get 200 Moments at signup plus one free custom companion.",200,Moments granted at signup,https://www.secrets.ai/store,2026-09-03
secrets-ai,free_tier,"Free-tier restrictions, as stated by the site: generated media is deleted after 14 days on Free (""Generated media will be deleted after 14 days on Free""); daily message/response allowance is capped (""Daily Limit Reached! You've reached {count} daily messages"") whereas ""Unlimited messaging"" is sold as a paid feature; group chats and Personas/advanced customization are Ultimate-only. Browsing without any account is further limited by a guest message cap and guests cannot generate images at all.",14,days media retention on Free,https://www.secrets.ai/store,2026-09-03
secrets-ai,languages,"Five UI languages, declared by the site's own hreflang alternates and sitemap index: English (/), German (/de/), Spanish (/es/), French (/fr/), Japanese (/ja/). Checked explicitly: German YES, French YES, Spanish YES, Dutch NO — there is no nl sitemap or hreflang entry, and /nl/ falls back to English (serves <html lang=""en"">).",5,languages,https://www.secrets.ai/sitemap.xml,2026-09-03
secrets-ai,modalities,"Text chat, image generation, video generation and voice all exist. The site's own web app manifest describes the product as ""Chat with AI companions, generate images and videos, and explore your secrets."" Moments are spent on ""Image generation"", ""Video generation"" and ""Voice chat""; the store lists ""Image & video generation"" as a Premium feature. There is also a ""Shorts"" section of mini-drama video episodes and voice-call / text-to-speech features in the chat UI.",,,https://www.secrets.ai/manifest.webmanifest,2026-09-03
secrets-ai,limits,"Paid allowances are denominated in ""Moments"", the in-app currency: ""Moments are the in-app currency you spend on things like images, videos and voice calls. Your subscription refills them automatically every month: 8,000 on Premium and 15,000 on Ultimate. Subscribers also get a bonus on any extra Moments they buy, 10% on Premium and 15% on Ultimate."" Messaging is unlimited on both paid tiers.",8000,Moments/month on Premium (15000 on Ultimate),https://www.secrets.ai/store,2026-09-03
secrets-ai,limits,"Free and guest limits are enforced but the numbers are not published: the app carries a daily message cap for free users (""You've reached {count} daily messages"", with a ""Next reset in"" timer) and a guest cap (""You've sent {count} messages as a guest""), both filled in server-side. Separate rate limits also exist on message send (""You're sending messages too quickly"") and on image generation (""Rate Limited"" / ""Next image in"" cooldown).",,,https://www.secrets.ai/store,2026-09-03
secrets-ai,platforms,"Web only. The site is a responsive web app plus an installable PWA (web app manifest with ""display"":""standalone"", name ""Secrets.AI""). No native iOS or Android application is offered or linked: there is no App Store or Google Play link anywhere in the navigation, footer, or the site's shipped JavaScript bundles. (Apple and Google appear only as OAuth sign-in options, not as app downloads.)",,,https://www.secrets.ai/manifest.webmanifest,2026-09-03
secrets-ai,account_requirement,"Email address only, no payment card for the free tier: ""Do I need to give personal information? Just an email address, and that's genuinely it. No real name, no phone number, no ID for standard use. You can stay as anonymous as you like."" Signup is via email/password, Google, or Apple, and requires confirming you are 18+. A card is needed only to subscribe.",,,https://www.secrets.ai/store,2026-09-03
ourdream-ai,pricing_tier,"Monthly $19.99 or yearly $9.99/month billed as $119.88. Paid plans: unlimited messages, image and video generation, 1000 dreamcoins per month. Yearly bonus 1000 dreamcoins at first subscribe.",19.99,USD/month,https://ourdream.ai/,2026-09-04
ourdream-ai,free_tier,"New account gets 55 dreamcoins with no credit card, per the vendor create page: up to 10 characters (5 coins) or 55 messages (1 coin).",55,dreamcoins,https://ourdream.ai/create-ai-girlfriend,2026-09-04
ourdream-ai,limits,Paid plans include 1000 dreamcoins per month. Unlimited messages on paid. Media draws on dreamcoins.,1000,dreamcoins/month,https://ourdream.ai/,2026-09-04
ourdream-ai,account_requirement,"18+ age gate. Operator named Dream Studio USA, Inc. on the homepage footer.",18,years,https://ourdream.ai/,2026-09-04
ourdream-ai,modalities,"Chat, images, video, voice calls. Homepage claims 11 million+ characters.",,,https://ourdream.ai/,2026-09-04
xotic-ai,pricing_tier,No public price list established from xotic.ai on 2026-09-04.,,,https://www.xotic.ai/,2026-09-04
xotic-ai,free_tier,Not established from a public vendor page on 2026-09-04.,,,https://www.xotic.ai/,2026-09-04
xotic-ai,limits,Not established from a public vendor page on 2026-09-04.,,,https://www.xotic.ai/,2026-09-04
xotic-ai,account_requirement,Not established beyond adult positioning of the marketing site.,,,https://www.xotic.ai/,2026-09-04
dondi-ai,pricing_tier,No numeric tariff on the public homepage on 2026-09-04.,,,https://dondi.ai/,2026-09-04
dondi-ai,free_tier,Not established from a public vendor page on 2026-09-04.,,,https://dondi.ai/,2026-09-04
dondi-ai,limits,Not established from a public vendor page on 2026-09-04.,,,https://dondi.ai/,2026-09-04
dondi-ai,account_requirement,Not established from a public vendor page on 2026-09-04.,,,https://dondi.ai/,2026-09-04
girlfriendgpt,pricing_tier,Not established from a public vendor pricing page on 2026-09-04.,,,https://www.gptgirlfriend.online/,2026-09-04
girlfriendgpt,free_tier,Not established from a public vendor page on 2026-09-04.,,,https://www.gptgirlfriend.online/,2026-09-04
girlfriendgpt,limits,Not established from a public vendor page on 2026-09-04.,,,https://www.gptgirlfriend.online/,2026-09-04
girlfriendgpt,account_requirement,Not established from a public vendor page on 2026-09-04.,,,https://www.gptgirlfriend.online/,2026-09-04
ourdream-ai,platforms,Web app at ourdream.ai. Locale-prefixed routes /de /nl /fr /es return HTTP 200 but serve html lang=en with no hreflang — not a translated UI. No App Store or Google Play listing on the public site.,,,https://ourdream.ai/,2026-09-04
ourdream-ai,languages,"English UI. /de /nl /fr /es resolve 200 as the same English document (html lang=en, zero hreflang). A language control exists on the homepage; the published inventory of languages was not captured.",1,language (English UI),https://ourdream.ai/de,2026-09-04
xotic-ai,platforms,Web app at xotic.ai. /de /nl /fr /es return 404. Terms describe the Site; no App Store or Google Play link on the public terms page.,,,https://www.xotic.ai/terms-of-service,2026-09-04
xotic-ai,languages,English UI (html lang=en on /explore). Locale-prefixed routes 404.,1,language (English),https://www.xotic.ai/explore,2026-09-04
xotic-ai,modalities,"Terms: conversational AI, character building, image generation, chat storage, multi-chat. Homepage also advertises photos, videos and live video calls. No public numeric price.",,,https://www.xotic.ai/terms-of-service,2026-09-04
xotic-ai,free_tier,Terms: the platform includes both free and premium features. No numeric free-message or free-image cap is published.,,,https://www.xotic.ai/terms-of-service,2026-09-04
xotic-ai,account_requirement,"18+. Operator: Xotic Tech OU, Tallinn, Estonia. Terms last updated June 20, 2025.",,,https://www.xotic.ai/terms-of-service,2026-09-04
dondi-ai,platforms,"Web at dondi.ai. Terms mention website, applications, platforms without naming App Store or Google Play. /de /nl /fr /es return 404.",,,https://dondi.ai/terms-of-service/,2026-09-04
dondi-ai,languages,No published language list. Locale-prefixed routes /de /nl /fr /es return 404.,,,https://dondi.ai/,2026-09-04
dondi-ai,modalities,"Terms: text chat with AI companions; images, videos, voice notes; character customisation. Premium via subscriptions or tokens. No public dollar price.",,,https://dondi.ai/terms-of-service/,2026-09-04
dondi-ai,free_tier,Homepage CTA Create Free Account / Join Free. Terms: some features only for registered or paid users. No numeric free-message cap published.,,,https://dondi.ai/terms-of-service/,2026-09-04
dondi-ai,account_requirement,"18+. Terms name Techcommerce Unlimited, 15090 Kensington Park Dr, Tustin, CA 92782. Footer also names dondi.ai Labs Inc. Revision 8 January 2026.",,,https://dondi.ai/terms-of-service/,2026-09-04
girlfriendgpt,platforms,"Web at gptgirlfriend.online and native apps: Terms of Use name an iOS App Store app and a Google Play app. Distinct from the original twelve products, which are web-only.",,,https://www.gptgirlfriend.online/legal/terms,2026-09-04
girlfriendgpt,languages,"Localized UI confirmed by fetch on 2026-09-04: /de html lang=de, /nl lang=nl, /fr lang=fr, /es lang=es, /en lang=en.",5,languages,https://www.gptgirlfriend.online/de,2026-09-04
girlfriendgpt,modalities,"Chat, text-to-image, voice chat. Terms: craft characters, chat with own and community characters, image generation.",,,https://www.gptgirlfriend.online/legal/terms,2026-09-04
girlfriendgpt,free_tier,"Terms of Use (18 June 2026): core Services at no charge. Free users can generate up to 2 or 3 characters and have a limited message count, such as 10 to 20 messages in total. After that chatting stops unless they earn credits via tasks. The range is the vendor's wording.",,,https://www.gptgirlfriend.online/legal/terms,2026-09-04
girlfriendgpt,limits,Paid subscriptions: credits of 5000 up to 20000 per month depending on the subscription tier. Credits reset monthly and do not carry over. No public dollar price for those tiers.,5000,credits/month (lower published bound; upper 20000),https://www.gptgirlfriend.online/legal/terms,2026-09-04
